id,track_name,size_bytes,price,rating_count_tot,rating_count_ver,user_rating,user_rating_ver,prime_genre
286906691,Lifesum – Inspiring healthy lifestyle app,188017664,0,5795,12,3.5,4,Health & Fitness
286911400,Hangman.,4765696,0,42316,248,3,3.5,Games
288113403,iTranslate - Language Translator & Dictionary,287933440,0,123215,25,3.5,5,Productivity
288120394,TouchOSC,4263936,4.99,782,7,4,3.5,Music
288419283,RadarScope,172772352,9.99,3449,23,4,4.5,Weather
288429040,LinkedIn,273844224,0,71856,62,3.5,4.5,Social Networking
289084315,Period Tracker Deluxe,40216576,1.99,13350,489,4.5,5,Health & Fitness
289446241,Election 2016 Map,2386944,0.99,137,0,3,0,Entertainment
289523017,Blackjack by MobilityWare,105431040,0,180087,1101,3.5,4.5,Games
289894882,White Noise,44129280,0.99,33426,299,4,5,Health & Fitness
290638154,iHeartRadio – Free Music & Radio Stations,116443136,0,293228,110,4,3,Music
290807369,Line Rider iRide™,1646592,1.99,21609,69,3.5,2.5,Entertainment
290986013,Deliveries: a package tracker,30016512,4.99,4684,10,4,4,Utilities
291430598,Hurricane Pro,29518848,2.99,2104,0,4.5,0,Weather
292421271,Fieldrunners,66872320,2.99,41633,6,4,3,Games
292628469,Juxtaposer,45229056,2.99,3610,7,4.5,5,Photo & Video
292738169,Deezer - Listen to your Favorite Music & Playlists,127470592,0,4677,12,3,4,Music
293118835,iStellar,44241920,3.99,30,0,3.5,0,Navigation
293523031,Sonos Controller,107983872,0,48905,2691,4.5,4.5,Music
293573778,Avertinoo,8044544,4.99,32,0,3,0,Navigation
293622097,Google Earth,37214208,0,446185,1359,3.5,3.5,Travel
293760823,iFart - The Original Fart Sounds App,60320768,1.99,21825,10,3,4,Entertainment
293778748,PAC-MAN,100849664,0,508808,99,3,4.5,Games
294056623,FOX Sports Mobile,72748032,0,57500,103,3,4,Sports
294536447,First Words Animals,32164864,1.99,2576,4,4,5,Games
294631159,WeatherPro,69079040,1.99,1572,34,4,4.5,Weather
294934058,HotSchedules,82037760,2.99,3292,2,3,5,Business
295430577,Star Walk - Find Stars And Planets in Sky Above,150195200,4.99,8932,55,4.5,5,Education
295646461,"The Weather Channel: Forecast, Radar & Alerts",199734272,0,495626,5893,3.5,4.5,Weather
295759189,Big Day - Event Countdown,13156352,0.99,812,14,3,4,Lifestyle
295775656,12 Steps AA Companion - Alcoholics Anonymous,30367744,2.99,1583,2,3.5,4.5,Lifestyle
296581815,OpenTable - Restaurant Reservations,93420544,0,113936,150,4.5,5,Food & Drink
297244048,VLC Remote,31505408,4.99,2027,2,4,5,Entertainment
297332787,gFlashPro - Flashcards & Tests,25997312,3.99,768,4,4,4,Education
297368629,Lose It! – Weight Loss Program and Calorie Counter,182054912,0,373835,402,4,4.5,Health & Fitness
297430070,Target,138754048,0,108131,13,3,2,Shopping
297606726,Fish Tycoon,13564835,0.99,18943,1787,3.5,4.5,Games
297606951,"Amazon App: shop, scan, compare, and read reviews",133688320,0,126312,22,3.5,3,Shopping
297694601,Touchgrind,55205888,4.99,35735,378,4,4.5,Games
298127110,ProPresenter Remote,46922752,4.99,410,7,3,2.5,Utilities
298206806,iReal Pro - Music Book & Play Along,63283200,12.99,1390,143,4.5,5,Music
298596830,NRJ Radio,53426176,0,38,2,3.5,5,Music
298867247,Chase Mobile℠,39505920,0,233270,14625,4.5,4.5,Finance
299029654,大辞林,210088960,21.99,64,0,4.5,0,Reference
299515267,Allrecipes Dinner Spinner,36399104,0,109349,1540,3.5,5,Food & Drink
299853944,新浪新闻-阅读最新时事热门头条资讯视频,115143680,0,2229,4,3.5,1,News
299949744,MotionX GPS,56481792,1.99,14970,24,3.5,4.5,Navigation
300048137,AccuWeather - Weather for Life,181941248,0,144214,2162,3.5,4,Weather
300238550,"Mint: Personal Finance, Budget, Bills & Money",162891776,0,232940,683,4,4.5,Finance
300255638,ABC News - US & World News + Live Video,98108416,0,48407,20,3,3.5,News
300265786,Rowmote: Remote Control for Mac,54088704,0.99,5531,37,3.5,2.5,Utilities
300590611,Peekaboo Barn,50155520,1.99,3393,77,4,4,Education
300704847,Speedtest by Ookla,23936000,0,65016,274,3.5,5,Utilities
301387274,Pocket God,145293312,0.99,187529,1071,4,4,Entertainment
301521403,Nike+ Training Club - Workouts & Fitness Plans,140367872,0,33969,466,3.5,5,Health & Fitness
301724680,Citi Mobile®,281244672,0,48822,193,3.5,4,Finance
302049354,Phase 10 Pro - Play Your Friends!,66695168,1.99,59155,101,4.5,2.5,Games
302584613,"Kindle – Read eBooks, Magazines & Textbooks",169747456,0,252076,80,3.5,4.5,Book
303058767,MASH,41691136,1.99,4913,1,4,4,Games
303191318,同花顺-炒股、股票,122886144,0,1744,0,3.5,0,Finance
303337299,Wedding Dash Deluxe,55803904,0.99,16567,1155,4.5,4.5,Games
303849934,Beer Pong Game,188956672,0,187315,9,2,4,Games
304731501,Tempo - Metronome with Setlists,22185984,2.99,4781,1,4.5,5,Music
304770340,Skat,66160640,3.99,94,4,4.5,4.5,Games
304871603,Color Splash,28135424,0.99,29554,55,4,5,Photo & Video
304871622,Zombieville USA,27962441,0.99,32988,2489,4,4,Games
304878510,Skype for iPhone,133238784,0,373519,127,3.5,4,Social Networking
305343404,Tumblr,151573504,0,334293,919,4,4,Social Networking
305557780,iSwap Faces,27069440,1.99,2302,3,3.5,5,Photo & Video
305939712,Match™ - #1 Dating App.,101259264,0,60659,57,3,2.5,Social Networking
306169895,Tozzle - Toddler's favorite puzzle,168192000,2.99,2562,10,4,4.5,Games
306257910,HomeBudget with Sync,17485824,4.99,3042,6,3.5,4,Finance
306375551,Wind Meter,5234688,0.99,338,12,2.5,2,Weather
306468004,Map My Run+ - GPS Running & Workout Tracker,237913088,2.99,16434,3,4.5,4.5,Health & Fitness
306561234,Map My Ride+ - GPS Cycling & Route Tracker,233513984,2.99,10046,7,4.5,5,Health & Fitness
306621789,"HuffPost - News, Politics & Entertainment",110420992,0,29107,85,3,4,News
306628397,Phrase Party!,47774720,1.99,878,48,4,4.5,Games
306937053,Minesweeper Classic,22259712,0.99,1140,20,3.5,3.5,Games
307132353,Sally's Spa,431771648,2.99,35074,403,4.5,4,Games
307184892,"CBS Sports App - Sports Scores, News, Stats, Watch",120357888,0,59639,11,3,2.5,Sports
307219387,Brain Wave ™ - 32 Advanced Binaural Brainwave Entrainment Programs with iTunes Music and Relaxing Ambience,90828800,4.99,2913,357,4,5,Health & Fitness
307354030,iSwap Faces LITE,30796800,0,39722,0,3,0,Photo & Video
307386350,DIRECTV,151397376,0,81006,25,3.5,3,Entertainment
307569751,NYTimes Crossword - Daily Word Puzzle Game,46880768,0,53465,204,3.5,4,Games
307727765,Doodle Jump,48741376,0.99,395261,88,4.5,4.5,Games
307741537,LEDit – The LED Banner App,17145856,1.99,2021,147,4.5,4.5,Utilities
307764057,niconico,25808896,0,182,0,3,0,Entertainment
307906541,Fandango Movies - Times + Tickets,81924096,0,291787,589,4,5,Entertainment
308111628,iCab Mobile (Web Browser),19451904,1.99,2441,4,4,5,Utilities
308339980,iRagdoll - Ragdoll Physics,118683648,0.99,1372,25,4,4,Games
308368164,Proloquo2Go - Symbol-based AAC,723764224,249.99,773,10,4,3.5,Education
308750436,Dictionary.com Dictionary & Thesaurus,111275008,0,200047,177,4,4,Reference
308834491,20 Minutes.fr - l'actualité en continu,109616128,0,112,0,3.5,0,News
309025938,The Masters Tournament,120725504,0,148160,63,4.5,3.5,Sports
309172177,myAT&T,68491264,0,108507,628,3,3,Utilities
309187846,SFR TV,122153984,0,46,0,3,0,Entertainment
309465525,"Shutterfly: Prints, Photo Books, Cards Made Easy",122315776,0,51427,874,4,5,Photo & Video
309527804,StickWars,17010688,0.99,53821,165,3.5,4,Games
309735670,Indeed Job Search,3691520,0,38681,563,4,4.5,Business
310303959,World Cup Table Tennis™,31387648,0.99,17776,6,4,5,Games
310633997,WhatsApp Messenger,135044096,0,287589,73088,4.5,4.5,Social Networking
310636441,"iStudiez Pro – Homework, Schedule, Grades",55815168,2.99,7308,15,4,4.5,Productivity
310738695,Zillow Real Estate - Homes for Sale & for Rent,132632576,0,342969,88478,4.5,4.5,Lifestyle
310951782,2XL Supercross,270729216,4.99,6093,3,4,5,Games
311466554,Pocket Tanks Deluxe,39827456,4.99,5452,39,4.5,4.5,Games
311548709,Wells Fargo Mobile,57328640,0,43064,216,3,2.5,Finance
311762416,radio.de - Der Radioplayer,40717312,0,64,9,4.5,5,Music
311785642,AutoScout24 - mobile used & new car market,141136896,0,220,2,4.5,5,Productivity
311972587,Sky Burger - Build & Match Food Free,146228224,0,114096,2157,4.5,4,Games
312220102,MindNode – Delightful Mind Mapping,52294656,9.99,1296,4,4,5,Productivity
312266675,Packing Pro,16332800,2.99,1293,31,4,5,Travel
312325565,USAA Mobile,164382720,0,19946,13,4,2.5,Finance
312343159,The Moron Test,45712384,0,88613,392,4,4.5,Entertainment
313199385,Sunday Lawn,16086016,0.99,107727,55,3.5,4.5,Games
314303518,Peggle Classic,223805440,0.99,21416,974,4.5,4.5,Games
314506629,SmartGo Player,22159360,2.99,533,27,4,4,Games
314652382,I Am T-Pain 2.0,20542280,2.99,32650,754,3.5,3.5,Music
314716233,TextNow - Unlimited Text + Calls,130637824,0,164963,69,3.5,4,Social Networking
314819528,Boating Weather,8900608,1.99,141,15,3,3,Weather
314855255,Best Buy,180500480,0,80424,46,4,4.5,Shopping
314864297,I Dig It,19853312,0.99,17190,180,4,4.5,Games
315021242,Unblock Me,42926080,0.99,7973,127,4,5,Games
316025912,Sonic The Hedgehog,36692992,2.99,19621,1191,4,4.5,Games
316227296,10 Pin Shuffle Pro Bowling,36647936,3.99,7315,138,4,4.5,Games
316391924,Sky News,91697152,0,118,0,3,0,News
317469184,"ESPN: Get scores, news, alerts & watch live sports",51538944,0,290996,150,3.5,3.5,Sports
317809458,LiveATC Air Radio,8302592,3.99,2785,90,4,4,Travel
317904170,The Sims 3,430128128,6.99,54408,65,3.5,2,Games
318304532,"Chess Pro with Coach - Learn,Play & Online Friends",69960704,9.99,8138,107,4,4.5,Games
318592730,Guess My Age  Math Magic,767126,0,123190,68841,3,3,Education
318639200,Crush the Castle,12996628,0.99,23810,582,3.5,4,Games
319204550,2016 U.S. Open Golf Championship,139545600,0,54192,32,4,2,Sports
319284643,"The Championships, Wimbledon 2016 - Tennis Grand Slam",130394112,0,20953,481,4,4,Sports
319295332,TuneIn Radio Pro - MLB Audiobooks Podcasts Music,101925888,9.99,71609,99,4.5,4,Music
319740707,NBC News,52951040,0,32881,7,3.5,2,News
319881193,"Grindr - Gay and same sex guys chat, meet and date",80409600,0,23201,14,2.5,2,Social Networking
320029256,Whole Foods Market,137312256,0,17906,4,3,3,Shopping
320279293,NAVIGON Europe,144412672,74.99,927,3,3.5,2.5,Navigation
320300350,Virtual Families,27746273,1.99,18920,3014,3.5,4.5,Games
320596872,Sparkasse+,119648256,0.99,30,0,3,0,Finance
320599923,Sparkasse - Your mobile branch,119574528,0,77,1,3,4,Finance
320606217,Sleep Cycle alarm clock,79315968,0,104539,11,4.5,4.5,Health & Fitness
320636131,FACEinHOLE®,12818432,0.99,4016,1,4,5,Photo & Video
320650307,Harvest - Select the Best Produce,18165760,1.99,299,28,4,4.5,Food & Drink
321369231,WORMS,253834240,1.99,5758,9,4,3,Games
321756558,Pixel Starships™ : 8Bit MMORPG,69083136,0,5565,140,4.5,4.5,Games
322423174,Traffic Rush,8573952,0.99,213092,51,3.5,4.5,Games
322439990,MyRadar NOAA Weather Radar Forecast,127284224,0,150158,3392,4.5,5,Weather
322523436,Resident Evil 4: PLATINUM,81374398,4.99,6046,446,4,4,Games
323229106,"Waze - GPS Navigation, Maps & Real-time Traffic",94139392,0,345046,3040,4.5,4.5,Navigation
323242790,Cartoon Wars,13216994,0.99,35930,262,3.5,4,Games
323438913,Moto X Mayhem,21010210,0.99,22557,526,4,4,Games
324266640,Fantasy Football Manager - FFM for FPL,35998720,0.99,292,1,3,5,Sports
324684580,Spotify Music,132510720,0,878563,8253,4.5,4.5,Music
324887734,McDo France,37001216,0,22,0,3.5,0,Food & Drink
325462190,PGA Championship 2016 – Baltusrol Golf Club,64147456,0,10472,58,3.5,2,Sports
325658560,BFMTV : l'info en continu,100779008,0,115,70,4,5,News
325683306,"MyRadar Pro NOAA Weather Radar, Forecasts & Storms",123718656,1.99,13915,205,4.5,5,Weather
325954996,Spider:  The Secret of Bryce Manor,126312448,1.99,6780,68,4,4.5,Games
325962257,My Measures PRO,79882240,7.99,1701,35,4,4.5,Productivity
326082487,Food Additives Checker (E Numbers),6418432,1.99,6,0,3.5,0,Health & Fitness
326161564,SFR Mon Compte,74093568,0,19,0,3,0,Utilities
326574411,Baby Connect (Activity Log),12937216,4.99,3483,79,4.5,5,Medical
326876192,Epson iPrint,53388288,0,2838,26,3,2.5,Photo & Video
326885152,Mad Libs,118498304,0,117889,725,3,4.5,Entertainment
326979430,BATTLE BEARS: Zombies!,103197675,0.99,50710,309,3.5,4,Games
327193945,Hurricane Tracker,24574976,2.99,3960,0,4.5,0,Weather
327243363,NFL Sunday Ticket,96093184,0,24258,305,3,2.5,Entertainment
327455869,2016 US Open Tennis Championships,77700096,0,37522,39,4,3,Sports
327630330,Dropbox,180804608,0,49578,16,3.5,3,Productivity
328011357,Wa Kingyo - Goldfish Pond,56397824,0.99,626,44,4,5,Entertainment
328205875,Monkey Preschool Lunchbox,229272576,1.99,9286,49,4,3.5,Games
328415391,Yahoo Fantasy Sports,131000320,0,190670,19,3.5,2.5,Sports
329127297,Gaia GPS Classic,53097472,19.99,2429,8,4.5,3.5,Navigation
329174056,iLoan Calc (Loan calculator),3375104,3.99,0,0,0,0,Finance
329541503,Geocaching®,108166144,0,12811,134,3.5,1.5,Navigation
329670577,Camera+,89187328,1.99,32338,261,4,4.5,Photo & Video
329703516,Alter Ego,13647872,4.99,262,43,4,4,Games
329887910,Parking Mania,123544576,0.99,9657,47,4.5,4.5,Games
329981776,Sudoku⁺,1608704,2.99,18332,1007,4.5,5,Games
330376830,Period Tracker Lite,50169856,0,53620,2872,4,5,Health & Fitness
330803072,Camera Plus: For Macro Photos & Remote Photography,101181440,0.99,38533,36,2.5,3.5,Photo & Video
331004675,The perfect Egg timer,15329280,0.99,40,0,3.5,0,Food & Drink
331177703,Letter Quiz - alphabet tracing for kids,31845376,1.99,472,0,4,0,Games
331177714,Starbucks,135032832,0,303856,7027,4.5,4.5,Food & Drink
331259725,央视影音-海量央视内容高清直播,54648832,0,2070,0,2.5,0,Sports
331271904,Bloons TD,8432232,2.99,7941,76,4,3.5,Games
331308914,Weight Watchers,230720512,0,136833,64,3.5,4.5,Health & Fitness
331786748,"CNN: Breaking US & World News, Live Video",80211968,0,112886,298,3.5,1.5,News
331804452,Gilt,148201472,0,26353,3,3.5,2.5,Shopping
332568551,TRUTH or DARE!!! - FREE,20795392,0,171055,31,3,3.5,Entertainment
333180061,Canabalt,27934720,2.99,4540,140,4,4.5,Games
333206289,Alipay - Makes Life Easy,208309248,0,1926,2,3,3,Lifestyle
333246187,Scanner911 Pro,33812480,3.99,14345,100,4,2.5,News
333263435,Daily Teachings,20298752,4.99,1340,288,4.5,5,Lifestyle
333710667,Scanner Pro - PDF document scanner app with OCR,101346304,3.99,31912,154,4.5,5,Business
333903271,Twitter,210569216,0,354058,452,3.5,4,News
334235181,"Trainline UK: Live Train Times, Tickets & Planner",110198784,0,248,0,4,0,Travel
334256223,CBS News - Watch Free Live Breaking News,78047232,0,11691,44,3.5,4.5,News
334264405,iOvilus,9946112,1.99,381,6,3,2,Entertainment
334503000,The Impossible Quiz!,44652544,0,18884,451,4,4.5,Entertainment
334989259,WolframAlpha,30369792,2.99,7410,82,4,4.5,Reference
335029050,Catan,376171520,1.99,15175,308,4,4,Games
335047649,ScanBizCards Business Card Reader,96815104,0.99,3166,34,4,4.5,Business
335364882,"Walgreens – Pharmacy, Photo, Coupons and Shopping",169138176,0,88885,333,4.5,4,Shopping
335545504,King of Dragon Pass,364490752,9.99,882,85,5,5,Games
335709058,Stylebook,44135424,3.99,1729,599,4,4.5,Lifestyle
335744614,NBA,112074752,0,43682,19,3.5,2.5,Sports
335862325,Blower,98942976,0.99,861,70,2,2.5,Entertainment
335875911,My Cycles Period and Ovulation Tracker,77686784,0,7469,68,3.5,5,Health & Fitness
335989871,"Kmart – Download Now, Shop Online & Pick Up Today!",94496768,0,4186,6,3.5,4.5,Shopping
336141475,优酷视频,204959744,0,4885,0,3.5,0,Entertainment
336347946,DOOM Classic,32796672,4.99,3970,509,4,4,Games
336353151,SoundCloud - Music & Audio,105009152,0,135744,594,4,4.5,Music
336435697,imo video calls and chat,22562816,0,18841,0,4,0,Social Networking
336477530,Plane Finder - Flight Tracker,52632576,3.99,1438,171,4,4,Navigation
336599882,"Runtastic Running, Jogging and Walking Tracker",151388160,0,10298,7,4.5,3.5,Health & Fitness
336683524,iFiles,47323136,0.99,1842,23,3.5,2.5,Productivity
336689375,TeachMe: Kindergarten,59846656,1.99,2548,5,4,4,Education
336834650,Moorhuhn Deluxe - Crazy Chicken,27807744,0.99,319,12,3,5,Games
336860594,Victoria’s Secret – The Sexiest Bras & Lingerie,60976128,0,34507,38,3.5,5,Shopping
337021781,MONOPOLY Game,194386944,0.99,26482,331,3.5,2.5,Games
337056601,n-tv Nachrichten,49470464,0,273,0,3,0,News
337288863,Shazam Encore,147118080,2.99,8331,24,4,3.5,Music
337402021,Harry Potter: Spells,125411328,0.99,17023,916,4,4.5,Games
337462979,First Words Deluxe,63316992,4.99,1101,8,4,4,Games
337571576,Clay Hunt,15313920,0.99,1193,1,4,2,Games
337710261,Dream Team - be your own fantasy football manager,69816320,0,35,0,2.5,0,Sports
337866370,Jet Car Stunts,32848910,1.99,4088,436,4,4.5,Games
338057689,Call of Duty: Zombies,52821364,4.99,63943,31264,4,4,Games
338137227,"Walmart: Free 2-Day Shipping,* Easy Store Shopping",146507776,0,70286,51,3,4,Shopping
338761996,AirWatch Agent,24747008,0,1150,0,2.5,0,Business
338828953,Shop Savvy Barcode Scanner - Price Compare & Deals,89517056,0,54630,280,2.5,4.5,Shopping
339440515,Voice Changer Plus,40722432,0,98777,233,3,4,Entertainment
339462921,CatPaint,73332736,0.99,649,11,4,4,Photo & Video
339532909,Redbox,83906560,0,60236,58,3,4.5,Entertainment
340368403,クックパッド - No.1料理レシピ検索アプリ,76644352,0,115,0,3.5,0,Food & Drink
340769953,Trenches,37340259,0.99,26732,1428,4,4.5,Games
340779800,The Christmas List,26137600,1.99,2722,1,4.5,5,Shopping
341036067,Macy's,107816960,0,11013,76,3.5,5,Shopping
341232718,Calorie Counter & Diet Tracker by MyFitnessPal,152700928,0,507706,181,4.5,4.5,Health & Fitness
341329033,BlaBlaCar - Trusted Carpooling,112024576,0,397,0,4.5,0,Travel
341691394,Refills Calendar - Scheduler - Note,35864576,9.99,196,3,4,5,Productivity
341776037,5-0 Radio Pro Police Scanner (Extra Feeds),49594368,3.99,24553,2620,4,4.5,News
342115564,Hipstamatic,114081792,2.99,12557,6,3.5,5,Photo & Video
342138881,Sing Karaoke Songs Unlimited with StarMaker,91267072,0,26227,7,4,4.5,Music
342548956,TurboScan™ Pro - document & receipt scanner: scan multiple pages and photos to PDF,8821760,4.99,28388,7009,5,5,Business
342602105,Positivity with Andrew Johnson,69513216,2.99,282,1,4,5,Health & Fitness
342699962,Rat On A Scooter XL,7767040,0.99,19296,7,4,4,Games
342792525,IMDb Movies & TV - Trailers and Showtimes,88702976,0,183425,4724,4.5,5,Entertainment
343200656,Angry Birds,175966208,0,824451,107,4.5,3,Games
343555245,DB Navigator,84791296,0,512,6,3.5,5,Travel
343638336,Video Calls with Santa,27997184,2.99,315,0,3.5,0,Lifestyle
343889987,Voyages-sncf.com : book train and bus tickets,131463168,0,268,0,3.5,0,Travel
344065205,The Font Game,5415000,1.99,438,295,4.5,4.5,Games
344176018,ImmobilienScout24: Real Estate Search in Germany,126867456,0,187,0,3.5,0,Navigation
344186162,Grand Theft Auto: Chinatown Wars,878883840,4.99,15142,73,4,4,Games
344542975,Southwest Airlines,88773632,0,30552,18,3,2.5,Travel
345445479,The Sims 3 World Adventures,812758016,2.99,9744,42,3.5,3,Games
345542655,Star Chart,28616704,0,13482,2517,4.5,4.5,Education
346184215,TaxCaster – Free tax refund calculator,7111680,0,17516,125,3.5,5,Finance
346453382,Glow Hockey 2 FREE,34056767,0,186653,226,3.5,3.5,Games
346513173,"Big Button Box - funny sounds, sound effects buttons, pro fx soundboard, fun games board, scary music, annoying fart noises, jokes, super cool dj effect, cat, dog & animal fx",21450752,0.99,10031,142,4,5,Entertainment
346997126,TV SPIELFILM - TV Programm mit Live TV,97879040,0,81,0,3,0,Entertainment
347310316,All-in-1 Logic GameBox,22299021,0.99,9854,823,4,4,Games
347393479,Roadside America,10231808,2.99,1093,106,4,4.5,Travel
347400507,Pocket Yoga,132480000,2.99,4475,95,4.5,4.5,Health & Fitness
347411942,Sonic the Hedgehog 2,47182848,2.99,9405,1089,4,4.5,Games
347418999,Simply Being - Guided Meditation for Relaxation and Presence,100048896,1.99,2417,1366,4.5,4.5,Health & Fitness
347803339,CamCard - Business card scanner & reader,174839808,0.99,2923,300,4.5,4.5,Business
348530331,This American Life,13725696,2.99,8657,1468,3.5,4,Entertainment
348543978,Timetracks - Slit-Scan Camera,11369472,0.99,70,1,2,1,Photo & Video
348684697,franceinfo - l'actualité & les élections en direct,155857920,0,162,32,4,5,News
349079731,DOUBUTSU URANAI®-Animal Fortune-,38718464,0.99,5,0,4,0,Lifestyle
349276209,Doodle Army,17879270,0.99,12354,1428,4,4.5,Games
349442137,Ameba,96635904,0,269,0,3,0,Social Networking
350480010,eBook: War and Peace,8039424,3.99,0,0,0,0,Book
350642635,Plants vs. Zombies,105379840,0.99,426463,680,5,4,Games
350962117,Weibo,199585792,0,7265,11,3.5,4,Social Networking
351091731,大众点评-发现品质生活,244516864,0,844,1,4,1,Lifestyle
351184863,AlloCiné : Cinéma et Séries,123450368,0,101,1,4,5,Entertainment
351331194,"Badoo - Meet New People, Chat, Socialize.",157625344,0,34428,23,4.5,4,Social Networking
351707231,Flick Kick Field Goal,75612160,1.99,36946,152,4.5,4,Games
351727428,Venmo,68153344,0,21090,1325,4.5,5,Finance
351939099,"Dungeons & Such Treasures,Collectibles and Dragons",84469760,2.99,653,8,4.5,4.5,Games
351986992,"StarMap 3D+: Night Sky, Astronomy, Star View Guide",100368384,3.99,1118,29,4.5,5,Education
352000376,Shift Worker,7344128,1.99,348,33,4,4,Productivity
352041837,"Spy Calc - Hide pictures, videos, documents",25097281,1.99,207,50,3.5,3,Utilities
352199775,Waterlogged - Daily Hydration Tracker,43439104,0,5000,23,4.5,4.5,Health & Fitness
352247139,MyNetDiary PRO - Calorie Counter and Food Diary,83851264,3.99,15188,272,4.5,4,Health & Fitness
352509417,The Washington Post Classic,118980608,0,18572,307,4.5,4.5,News
352670055,F-Sim Space Shuttle,76394496,4.99,6403,491,4.5,4.5,Games
352683833,"Groupon - Deals, Coupons & Discount Shopping App",127382528,0,417779,914,4.5,4.5,Shopping
353372460,Learn to Speak Spanish Fast With MosaLingua,48819200,4.99,9,1,5,5,Education
353573707,"Coaster VR, Extreme Endless 3D Stereograph",30977024,0.99,107,0,2.5,0,Entertainment
353603279,Parents Calling Easter Bunny,8073209,1.99,72,72,2,2,Lifestyle
353642901,Sporcle,15676416,2.99,2044,10,3.5,3,Games
353665650,"Univision Deportes: Liga MX, MLS, Fútbol En Vivo",81876992,0,16683,21,3.5,2.5,Sports
354051766,DOOM II RPG,48700821,0.99,1455,1450,3,3,Games
354655665,STREET FIGHTER IV,581353472,4.99,15056,751,4,4,Games
354850853,Dr. Seuss Camera - The Cat in the Hat Edition,9906176,0.99,249,5,4.5,4.5,Photo & Video
354972939,FINAL FANTASY,114843648,7.99,6091,75,4,3.5,Games
354974729,FINAL FANTASY II,199450624,7.99,2754,55,4,2.5,Games
355524910,Worms 2: Armageddon,529755136,4.99,9870,12,4.5,4.5,Games
355554941,SoundHound Song Search & Music Player,70516736,0,82602,13,4,4.5,Music
355709084,Jourist Weltübersetzer,147066880,7.99,0,0,0,0,Travel
355940964,TeachMe: 1st Grade,90241024,1.99,762,5,4,5,Education
356618664,TeachMe: 3rd Grade,174268416,1.99,160,2,4,3,Education
356968629,ヤフオク! 利用者数NO.1のオークション、フリマアプリ,187040768,0,9,0,3,0,Shopping
357218860,Kik,151864320,0,260965,228,4,3,Social Networking
357404131,Slow Shutter Cam,4466688,1.99,2305,100,4,5,Photo & Video
357421934,PeakFinder Earth,35478528,4.99,137,21,4,5,Travel
357467791,AgingBooth,31869952,0,11999,233,4,4.5,Entertainment
357577420,"iWatermark - Watermark 1 or Batch of Photos. Watermarking with Text, Logo, & Graphics Overlays.",21771264,1.99,1995,148,4.5,4.5,Photo & Video
357828853,Tabs & Chords by Ultimate Guitar - learn and play,103049216,2.99,35045,250,4.5,4.5,Music
358055270,"Dude, your car!",40586240,0.99,343,15,4,4.5,Entertainment
358207332,Drawing Pad,220397568,1.99,1824,113,4,4,Entertainment
359891723,ESPN Tournament Challenge,69057536,0,39642,492,4,4,Sports
359917414,Solitaire,101943296,0,679055,9673,4.5,4.5,Games
360593530,Notability,122235904,9.99,17594,143,4,4,Productivity
361231506,Rubik's® Cube,151954432,1.99,3531,177,4,4.5,Games
362179828,Super Why! Power to Read,138047488,3.99,1080,5,3.5,2.5,Education
362348516,Amex Mobile,105982976,0,11421,57,4,2.5,Finance
362949845,Fruit Ninja Classic,104590336,1.99,698516,132,4.5,4,Games
