93,1,-11,-25,34,20,127,-20,25,8,-1,1,5,32,86,83,-43,-4,0,-4,-19,-5,-82,-37,-11,2,8,19,-16,-39,36,33,-44,-7,-5,-16,5,11,-61,5,70,5,1,3,-10,-25,9,-50,-31,-7,-7,-12,27,38,106,32,15,-1,-5,-12,-12,10,-88,-49,C,0
52,4,1,6,-6,-10,7,29,-9,1,3,3,6,-11,-2,-4,-7,-1,-3,0,11,10,0,4,7,0,-3,-6,-5,-11,1,-3,-24,-4,-2,-6,-23,0,-4,-16,1,-3,-2,-3,3,-4,0,3,14,2,-1,2,4,20,4,9,-5,-1,0,0,2,-6,-1,-5,A,1
-4,-1,1,6,33,58,-8,-5,3,-1,0,0,-26,-4,-6,-8,0,0,-1,1,9,11,4,-4,1,-1,0,-2,3,-6,6,3,-5,-4,1,-1,-5,-12,-8,-9,-23,1,-3,1,14,12,5,-1,14,3,2,3,-5,-5,0,5,-3,-3,-4,0,1,-7,-9,-5,B,3
7,13,14,2,3,3,3,5,1,-14,-11,2,4,-13,8,-5,-19,-36,-14,2,-2,6,-15,-24,-17,6,3,4,-9,12,4,24,53,50,-4,-25,18,-4,67,12,-4,-50,-5,0,-18,5,3,3,-53,7,9,6,35,12,-20,-32,63,-16,-8,-15,-27,-8,-70,-11,C,0
-6,35,-1,-8,-19,4,4,11,-15,-1,3,16,5,18,7,25,17,25,7,5,3,-1,4,0,7,2,5,-7,-9,-23,-6,-13,-1,2,-3,-6,-5,-12,-2,-7,-13,-7,-3,-2,4,6,-4,-16,6,19,5,-7,-3,2,0,5,-22,-30,-11,-2,4,-3,4,14,D,2
-1,6,-1,-2,-16,-13,-8,-12,-4,-5,-2,2,-1,2,2,5,6,6,5,5,2,-24,5,6,17,6,3,0,1,-9,-13,-3,-19,-14,-4,-3,6,-10,-5,-13,5,5,0,1,6,64,7,7,-2,1,3,3,-3,12,23,-11,5,3,1,1,1,4,-2,10,D,2
63,10,6,7,-2,-24,4,17,2,2,-1,-11,-21,-3,-1,-8,7,3,3,-2,-72,-72,0,10,-7,-6,-6,-2,36,36,0,-1,-19,-2,0,0,-10,-5,0,-11,15,-1,-2,-4,-2,6,0,-1,5,0,-1,4,29,30,2,1,5,-3,-4,-6,-17,7,0,2,A,1
-3,-1,-4,-5,5,20,1,-17,-6,-1,-3,1,14,6,-2,29,4,1,2,-4,-12,-39,-7,-12,-4,-2,3,5,9,54,8,11,8,5,6,3,16,25,4,5,-10,2,-1,0,-46,-7,6,3,0,0,-2,0,35,21,-1,-1,3,-1,-2,-2,-20,-21,-4,-3,B,3
2,0,-4,-4,-22,-8,-4,-11,14,-2,-6,-4,31,40,1,0,-28,0,10,17,-4,-53,2,3,27,12,3,0,-29,-53,-2,-3,2,-5,-4,-4,23,23,-3,-4,-5,0,-3,-3,-2,5,-1,23,7,-2,0,-2,-5,17,0,-9,-26,-8,-3,-4,33,30,2,2,A,1
-26,-3,13,4,19,4,15,-39,20,-14,-5,-2,-18,-34,-11,11,45,24,2,-3,11,3,-11,10,-92,1,3,-1,-6,-26,12,-4,20,-54,-14,2,19,26,-16,-2,-2,1,-6,-1,-9,-8,-5,4,-11,12,6,-1,-4,-10,6,1,7,8,-1,-2,20,11,0,-14,D,2
4,2,-1,1,23,13,-2,0,8,0,-1,-2,2,18,-4,0,-4,4,1,-1,5,10,0,-6,-20,-9,-6,-3,7,14,-1,12,-6,-3,-4,-5,-11,14,0,-16,-21,4,-1,6,26,-1,3,-8,-23,-3,-2,-4,-21,-9,-9,-22,-16,2,4,2,-6,-7,-2,-9,A,1
-3,-1,-1,-4,-2,0,-2,7,-10,0,-3,-1,27,18,-1,-5,2,0,0,-1,-14,-6,-3,0,2,-4,0,-2,-25,-15,2,4,-11,-1,-1,0,-5,-21,0,5,8,3,1,3,-5,15,0,-7,-16,-7,0,5,22,4,1,4,14,2,2,1,-4,-2,1,5,A,1
-18,-10,-7,-7,-9,11,-15,4,8,4,4,4,-17,-60,-4,0,-5,9,0,-5,16,-3,-23,-7,-3,-13,-17,-2,-8,0,9,-1,-10,-24,7,1,-15,-20,-16,-33,11,-7,0,1,-5,21,-3,-9,1,5,4,7,4,6,48,15,27,26,4,-3,-2,-25,-7,-5,D,2
-7,9,6,16,28,20,10,-4,29,0,-5,-7,6,-15,-14,10,-13,-25,-4,-7,0,49,17,12,-1,21,-2,0,-33,-33,-11,3,1,21,7,5,-10,-17,6,8,-2,-26,-5,-3,-22,-4,2,13,8,14,4,7,-5,24,29,7,-24,23,1,-4,-1,-18,-10,-24,D,2
-3,-1,-2,-3,-47,-24,0,2,2,-3,-3,-7,7,10,-4,-5,-1,-3,-1,-2,4,7,2,0,-9,-6,-6,-4,14,-45,-14,-21,-1,-1,0,-3,-31,-32,5,-4,-9,4,2,7,14,91,12,5,-3,2,2,3,18,13,4,3,-8,0,2,1,2,7,-3,-8,B,3
-9,-2,-6,-16,-6,2,-9,-12,-2,-2,-1,-6,-5,-29,17,15,0,0,-4,9,2,1,-1,-4,7,6,5,14,-8,2,3,-19,-2,-3,-11,-19,4,-17,-11,4,-12,-3,-6,-12,-4,-9,-17,-17,34,5,6,11,10,76,15,38,4,5,4,11,-16,-20,-2,-4,B,3
6,3,1,1,-2,-2,28,5,-32,-1,6,11,4,-19,-38,-1,52,-2,-7,-14,-11,5,14,5,-11,-8,-9,-9,-9,-3,-21,-21,-10,2,1,1,10,8,42,18,15,0,-2,-4,0,9,9,8,-22,1,2,8,-13,-11,-12,-21,-23,-3,-1,-12,10,-6,-20,-12,C,0
-2,-2,-2,-2,10,3,-19,-15,-40,2,5,13,-7,2,18,-4,41,3,0,3,2,-2,-30,22,25,0,4,2,-11,-10,7,-3,-1,-3,-4,-13,17,1,-7,-8,0,-4,-4,0,-2,3,5,14,-24,-3,-1,3,-2,-2,3,-2,-3,-1,0,1,-3,0,-4,-4,C,0
4,-7,-4,2,0,-18,-9,1,3,8,-5,-3,6,-11,-4,-2,5,6,3,5,1,-19,0,3,-9,13,7,-4,2,-1,1,-10,4,-12,0,-3,2,13,-7,-7,-4,17,4,5,13,-15,1,5,8,4,3,-2,-21,-13,-3,0,-2,-8,-8,6,9,46,6,7,D,2
8,-2,-3,0,25,19,-14,-3,-6,1,1,-3,-12,3,3,-3,-4,-1,1,0,-24,-34,-9,6,7,3,3,1,-3,-2,16,-1,-10,-4,-4,-3,7,-7,-3,-2,12,1,-3,-5,24,22,-13,0,4,-2,0,1,-6,6,4,3,-5,-1,1,2,-12,-26,15,-4,A,1
-8,2,-6,-38,-15,31,9,13,-44,-16,-6,-1,16,10,-14,-17,79,3,2,-1,-15,32,-2,8,-30,-2,3,18,19,-11,14,6,9,-3,1,6,7,5,17,-11,6,7,2,0,0,7,21,2,-15,-6,1,1,0,-9,-25,-5,-25,-21,-19,-9,1,3,-6,-5,C,0
2,9,-5,0,-4,3,4,-13,-10,-9,11,2,8,-4,8,2,1,-4,-17,-5,-8,-9,-18,5,-58,-31,9,1,13,15,18,17,6,-4,5,0,17,56,-1,-20,-1,15,-1,1,-13,-74,-1,-4,-10,8,2,-1,4,35,3,-3,15,16,1,-3,2,-8,-9,-15,D,2
6,12,5,1,0,2,1,10,-6,-5,-1,0,22,16,3,-8,6,55,2,2,-2,7,-1,0,17,26,1,2,9,52,1,-1,6,-68,8,1,-31,-12,0,-7,-11,2,1,3,10,-11,1,18,-18,-18,-9,-15,-5,2,-3,9,13,20,7,10,7,-17,-2,-8,D,2
4,13,0,-2,-7,-11,-3,-8,20,13,-3,-4,-5,-11,1,8,-7,-14,-8,-7,-5,-9,0,-2,0,-1,-4,-2,-9,-29,-7,-10,-10,-13,-3,-5,2,-19,-2,-6,15,3,4,4,58,67,0,-18,-18,28,5,2,-83,-105,3,21,11,-3,-10,2,37,23,-4,-8,D,2
-43,-78,-5,10,15,34,16,14,-19,-31,7,-6,13,46,-14,-9,-18,-10,-6,4,-13,14,19,5,31,-9,-7,0,-12,4,-8,-16,-7,18,-1,-5,-19,-16,-9,-2,-13,20,-12,-2,29,1,0,1,11,-17,9,-1,-9,-44,-3,-26,-1,-18,8,0,22,21,-6,5,D,2
22,10,1,-1,-14,-21,-3,3,-25,-14,-21,-4,12,-10,1,8,25,-1,13,-4,3,60,-15,-3,-20,7,4,-1,-14,-12,-1,9,30,12,0,8,7,-2,-6,-10,-3,1,-1,-8,-16,-5,4,7,-16,5,-4,4,13,-9,-13,-5,33,3,-7,-4,18,3,-8,-9,D,2
-1,-3,-3,-3,7,-3,-3,13,-7,0,-3,-7,11,20,2,-6,11,2,0,6,-7,-17,1,-1,0,-2,0,-2,16,31,0,1,-22,-4,0,0,7,-21,0,-3,41,8,1,1,-37,-29,-1,4,-6,-1,-1,-2,10,8,0,4,-12,-1,1,2,-1,13,-1,-5,A,1
-12,-4,2,3,6,-12,4,-4,41,17,-1,-5,-17,9,-8,5,-15,-21,-4,-2,13,-15,-3,-4,-11,-7,-5,-6,51,65,-2,-9,14,7,2,9,-28,-15,1,2,-11,0,2,-1,-3,-6,1,3,-7,2,-2,-1,12,-6,-6,-7,-13,-6,-1,-4,0,15,-7,-12,A,1
21,21,4,6,-53,-3,-14,-8,-25,16,2,1,-3,-35,-9,-15,15,-17,-3,-6,3,13,-3,16,-7,-15,-3,-2,-10,-19,5,-15,-39,42,-13,-2,19,15,-1,2,-18,-16,4,-5,4,-16,-19,-18,6,3,4,11,-12,16,19,-7,6,15,4,0,-1,-23,-16,4,D,2
10,6,6,7,27,33,52,43,1,0,-3,5,6,28,-15,2,-11,3,2,12,6,-11,-2,8,-14,-3,-1,-5,-5,-15,-74,-17,7,-1,2,2,-12,-19,-48,-19,4,-1,-2,-11,10,1,36,3,-6,1,8,25,-6,2,25,16,-78,1,-12,-32,2,5,-27,1,C,0
-1,-5,-3,5,3,12,-24,2,4,-1,-2,6,4,1,41,22,-9,1,0,3,7,-2,0,-10,-10,3,1,2,-4,8,40,25,4,0,2,7,-11,-11,-41,3,-8,-5,-7,-14,4,-5,-45,-27,0,0,1,3,6,-14,-53,-15,-8,3,2,3,0,8,83,10,C,0
20,8,9,2,15,-16,2,4,-27,-55,-18,-3,-10,34,14,0,14,6,-6,-5,-10,-36,-5,1,-6,-21,-8,4,0,71,6,-7,-18,-3,-1,-6,9,-5,-24,-24,26,31,7,2,-2,-47,-1,8,-35,-41,-1,-4,-18,-46,-15,-5,-2,3,6,8,23,37,-11,-3,D,2
21,1,4,3,-56,-54,-6,16,-10,1,3,-2,-13,2,1,-4,-7,6,0,-1,5,9,-4,1,-3,-7,1,0,-33,-36,-3,-4,-10,-6,-11,-7,77,78,5,-3,1,-1,0,3,-11,-23,-3,25,8,0,2,2,-49,-40,-4,4,-10,2,-2,-1,23,19,-3,-16,A,1
10,0,-1,-2,9,5,-2,2,3,-2,0,1,-6,-7,-4,-2,4,0,-3,-4,-7,1,4,14,-14,0,-1,2,6,-2,-4,-4,10,0,-4,-2,-9,-16,-4,-6,-1,2,2,0,-7,-22,3,3,-5,-9,-3,-3,-3,9,-5,1,-14,-2,1,1,11,35,8,2,A,1
3,-5,-5,-10,-4,-35,-7,-1,-17,6,-5,8,13,53,3,7,-2,-23,9,-2,-4,-36,2,10,4,12,-3,-4,-2,15,-4,-19,2,16,5,-2,11,23,2,-6,7,-2,-14,-8,-43,-49,0,7,1,-41,-8,0,41,50,11,-11,-3,1,3,0,-29,-30,-5,2,D,2
-14,-4,-1,3,11,15,0,-4,-6,0,-2,-2,47,31,-4,-10,-17,-3,1,2,-8,-21,4,9,48,5,-1,1,4,-3,0,8,0,1,1,-2,-14,-15,0,2,-20,-5,-2,-2,4,9,-1,-12,-20,-5,-2,-2,13,32,3,9,14,5,-2,2,-8,8,2,-4,A,1
-25,-1,-2,8,-26,-1,10,-6,25,1,0,-4,33,-8,7,8,-13,-4,-6,-15,13,7,11,1,7,-1,-5,-8,-21,-4,-8,-1,2,3,2,3,3,7,-13,9,-9,-4,-2,6,-21,2,-1,4,-2,0,1,-5,12,-3,3,-2,5,-1,0,7,1,-2,-16,8,C,0
-1,1,2,3,22,-13,4,5,3,0,-1,0,0,7,1,0,-8,0,-1,-2,-23,-2,-4,-4,-17,-3,-2,-1,30,21,0,-7,-2,-3,-4,-7,-24,12,-5,0,9,-2,1,1,3,-6,3,1,7,-3,-2,-4,3,-1,-5,2,-7,5,5,2,-25,-31,0,-21,A,1
-5,-4,-3,-3,-7,-8,4,3,5,2,1,1,10,18,4,5,1,-4,-3,-5,-10,-48,-2,-1,-23,2,3,7,3,76,3,12,-6,-2,-3,-6,-12,38,8,20,3,0,2,3,-2,-37,5,0,-6,-2,-4,-5,-4,-1,-6,5,-5,-3,-3,-4,5,-31,-4,-8,B,3
10,10,-2,0,-10,-8,-35,-18,-26,7,4,11,10,-1,23,-19,31,-4,-9,-8,-5,15,-35,20,-10,-12,19,-3,-1,11,39,11,-5,-22,-6,0,-4,12,5,8,-22,26,12,5,3,-9,-43,0,29,-19,-22,-20,-12,-10,-56,-34,-17,23,7,8,14,1,25,2,C,0
1,0,1,0,1,4,1,-2,1,2,3,3,12,19,1,-1,0,-4,-6,-5,-7,-38,-9,-3,-1,1,-2,-2,-13,-26,-5,-1,-6,-5,-8,-7,-4,-18,-9,-4,12,6,9,12,21,80,19,8,-3,0,-1,-3,-9,-20,-1,1,5,0,2,4,6,28,7,0,B,3
-49,12,7,11,14,18,8,-6,-11,-15,-20,-5,-6,8,-3,-2,-4,-35,13,5,31,35,7,-26,1,3,-1,-5,-25,-24,-1,36,1,-5,-6,-13,1,-21,3,6,-24,-12,2,4,4,21,0,-10,3,11,9,7,2,-41,-11,5,6,-10,-5,1,7,56,8,-21,D,2
